集会时间,集会名称,集会口号,集会描述,来源,事件时间,详情描述,激烈程度,事件来源,prefecture_name,district,地址,longitude,latitude,人数,角色
2019-12-01 20:58:54,2019.12.01毋忘初心大游行,“五大诉求，缺一不可”、“香港人报仇”,一次反对逃犯条例修订草案运动的示威游行,https://www.hk01.com/社_新_/404595/12-1-全日__-九_大_行_突中_束-_埔旺角入夜_突持_,2019-12-01 15:00:00,示威者拆毁黄埔一组交通灯，未见有居民或议员阻止。黄埔西选区议员邝葆贤及民主党成员许智_较早前曾到场与警方理论。,2,https://www.police.gov.hk,九龙半岛,油尖旺区,油尖旺区黄埔,114.222919,22.283796,0,示威暴动者
2019-12-01 16:57:30,2019.12.01毋忘初心大游行,“五大诉求，缺一不可”、“香港人报仇”,一次反对逃犯条例修订草案运动的示威游行,https://www.hk01.com/社_新_/404595/12-1-全日__-九_大_行_突中_束-_埔旺角入夜_突持_,2019-12-01 15:00:00,警方于梳士巴利道施放数枚催泪弹，驱散示威者，现场烟雾_漫。,4,https://www.police.gov.hk,九龙半岛,油尖旺区,梳士巴利道,114.174508,22.243153,0,警方
2019-12-01 16:51:54,2019.12.01毋忘初心大游行,“五大诉求，缺一不可”、“香港人报仇”,一次反对逃犯条例修订草案运动的示威游行,https://www.hk01.com/社_新_/404595/12-1-全日__-九_大_行_突中_束-_埔旺角入夜_突持_,2019-12-01 15:00:00,警方于科学馆道近红_一带，举起橙旗及黑旗。而路面上有一堆杂物，相信是路障。,1,https://www.police.gov.hk,九龙半岛,油尖旺区,科学馆道近红_,114.174508,22.243153,0,警方
2019-12-01 21:41:36,2019.12.01毋忘初心大游行,“五大诉求，缺一不可”、“香港人报仇”,一次反对逃犯条例修订草案运动的示威游行,https://www.hk01.com/社_新_/404595/12-1-全日__-九_大_行_突中_束-_埔旺角入夜_突持_,2019-12-01 15:00:00,数十名防暴警察在安贵楼外戒备、即较早前疑有「私了」事件发生所在地。有多名警员入安贵楼内了解。,1,https://www.police.gov.hk,九龙半岛,九龙城区,香港特别行政区九龙城区黄埔新村安贵楼C座,114.192646,22.303766,0,警方
2019-12-01 16:44:05,2019.12.01毋忘初心大游行,“五大诉求，缺一不可”、“香港人报仇”,一次反对逃犯条例修订草案运动的示威游行,https://www.hk01.com/社_新_/404595/12-1-全日__-九_大_行_突中_束-_埔旺角入夜_突持_,2019-12-01 15:00:00,警方在尖东海傍发射催泪弹，驱散占据梳士巴利道马路的示威者。,4,https://www.police.gov.hk,九龙半岛,油尖旺区,香港特别行政区油尖旺区尖沙咀海滨花园,114.183168,22.2945,0,警方
2019-12-01 15:28:32,2019.12.01毋忘初心大游行,“五大诉求，缺一不可”、“香港人报仇”,一次反对逃犯条例修订草案运动的示威游行,https://www.hk01.com/社_新_/404595/12-1-全日__-九_大_行_突中_束-_埔旺角入夜_突持_,2019-12-01 15:00:00,梳士巴利道及弥敦道交界，挤满正过马路、准备加入游行的市民,,https://www.police.gov.hk,九龙半岛,油尖旺区,梳士巴利道及弥敦道交界,114.168228,22.32174,0,市民
2019-12-01 15:51:02,2019.12.01毋忘初心大游行,“五大诉求，缺一不可”、“香港人报仇”,一次反对逃犯条例修订草案运动的示威游行,https://www.hk01.com/社_新_/404595/12-1-全日__-九_大_行_突中_束-_埔旺角入夜_突持_,2019-12-01 15:00:00,警方桥上举起蓝旗。,1,https://www.police.gov.hk,九龙半岛,油尖旺区,香港特别行政区油尖旺区梳士巴利道讯号山花园,114.178816,22.292234,0,警方
2019-12-01 19:25:30,2019.12.01毋忘初心大游行,“五大诉求，缺一不可”、“香港人报仇”,一次反对逃犯条例修订草案运动的示威游行,https://www.hk01.com/社_新_/404595/12-1-全日__-九_大_行_突中_束-_埔旺角入夜_突持_,2019-12-01 15:00:00,有防暴警察于黄埔天地通往屋苑的天桥平台戒备。,1,https://www.police.gov.hk,九龙半岛,油尖旺区,黄埔天地,114.168228,22.32174,0,警方
2019-12-01 17:25:00,2019.12.01毋忘初心大游行,“五大诉求，缺一不可”、“香港人报仇”,一次反对逃犯条例修订草案运动的示威游行,https://www.hk01.com/社_新_/404595/12-1-全日__-九_大_行_突中_束-_埔旺角入夜_突持_,2019-12-01 15:00:00,红馆外仍有少量完成行后的人群留低，红_畅运道行车天桥上有示威者聚集，在K11Musea商场对面，可见到行人路有部份砖头被挖起放在马路上。,3,https://www.police.gov.hk,九龙半岛,油尖旺区,红_畅运道,114.163825,22.276284,0,示威暴动者
2019-12-01 23:21:29,2019.12.01毋忘初心大游行,“五大诉求，缺一不可”、“香港人报仇”,一次反对逃犯条例修订草案运动的示威游行,https://www.hk01.com/社_新_/404595/12-1-全日__-九_大_行_突中_束-_埔旺角入夜_突持_,2019-12-01 15:00:00,奶路臣街西洋菜南街街口，有警员说已经设立封锁线，路经途人要登记身分证才能进出。,1,https://www.police.gov.hk,九龙半岛,深水_区,香港特别行政区深水_区福华街128号贵华楼,114.1676,22.328701,0,警方
2019-12-01 18:02:31,2019.12.01毋忘初心大游行,“五大诉求，缺一不可”、“香港人报仇”,一次反对逃犯条例修订草案运动的示威游行,https://www.hk01.com/社_新_/404595/12-1-全日__-九_大_行_突中_束-_埔旺角入夜_突持_,2019-12-01 15:00:00,警方指下午有公众活动在尖沙嘴举行，在下午约5时，有数百名「暴徒」在梳士巴利道近帝国中心一带投掷多枚烟雾饼，造成公众恐慌，现场非常混乱和危险。因应现场情况，警方别无选择下，已使用最低所需武力，包括施放催泪烟，以停止违法行为。,4,https://www.police.gov.hk,九龙半岛,油尖旺区,香港特别行政区油尖旺区尖沙咀东海滨平台花园,114.180746,22.293366,0,警方
2019-12-01 13:51:28,2019.12.01毋忘初心大游行,“五大诉求，缺一不可”、“香港人报仇”,一次反对逃犯条例修订草案运动的示威游行,https://www.hk01.com/社_新_/404595/12-1-全日__-九_大_行_突中_束-_埔旺角入夜_突持_,2019-12-01 15:00:00,近千集会人士开始出发，由遮打花园游行至美国领事馆。沿途都有防暴警察戒备。,,https://www.police.gov.hk,香港岛,中西区,遮打花园；美国领事馆,114.165619,22.277395,1000,示威暴动者
2019-12-01 18:00:25,2019.12.01毋忘初心大游行,“五大诉求，缺一不可”、“香港人报仇”,一次反对逃犯条例修订草案运动的示威游行,https://www.hk01.com/社_新_/404595/12-1-全日__-九_大_行_突中_束-_埔旺角入夜_突持_,2019-12-01 15:00:00,防暴警察于红馆外开咪，称游行已结束，呼吁示威者慢慢离开。,1,https://www.police.gov.hk,九龙半岛,油尖旺区,香港特别行政区油尖旺区香港历史博物馆,114.182199,22.299012,0,警方
2019-12-01 00:18:31,2019.12.01毋忘初心大游行,“五大诉求，缺一不可”、“香港人报仇”,一次反对逃犯条例修订草案运动的示威游行,https://news.mingpao.com/ins/港_/article/20191201/s00001/1575130702346/【831事件3_月】大批防暴警太子旺角戒_,2019-12-01 15:00:00,大批防暴警于旺角警署外、旺角弥敦道一带戒备。,3,https://www.police.gov.hk,九龙半岛,油尖旺区,香港特别行政区油尖旺区威明商业大厦,114.173046,22.321833,0,警方
2019-12-01 18:02:15,2019.12.01毋忘初心大游行,“五大诉求，缺一不可”、“香港人报仇”,一次反对逃犯条例修订草案运动的示威游行,https://www.hk01.com/社_新_/404595/12-1-全日__-九_大_行_突中_束-_埔旺角入夜_突持_,2019-12-01 15:00:00,防暴警再在崇光外举蓝旗。,1,https://www.police.gov.hk,香港岛,湾仔区,香港特别行政区湾仔区英光大厦,114.189691,22.277192,0,警方
2019-12-01 15:17:38,2019.12.01毋忘初心大游行,“五大诉求，缺一不可”、“香港人报仇”,一次反对逃犯条例修订草案运动的示威游行,https://www.hk01.com/社_新_/404595/12-1-全日__-九_大_行_突中_束-_埔旺角入夜_突持_,2019-12-01 15:00:00,游行队伍准备提早出发，较原定出发时间早近45分钟。队头由「长毛」梁国雄、岑子杰及大会发起人带领，梳士巴利道沿路有廿多名防暴警察并排而行。,,https://www.police.gov.hk,九龙半岛,油尖旺区,香港特别行政区油尖旺区梳士巴利道讯号山花园,114.178816,22.292234,0,示威暴动者
2019-12-01 16:03:32,2019.12.01毋忘初心大游行,“五大诉求，缺一不可”、“香港人报仇”,一次反对逃犯条例修订草案运动的示威游行,https://www.hk01.com/社_新_/404595/12-1-全日__-九_大_行_突中_束-_埔旺角入夜_突持_,2019-12-01 15:00:00,防暴警察于消防总部前架设封锁线。,1,https://www.police.gov.hk,九龙半岛,油尖旺区,香港特别行政区油尖旺区康庄道1号香港消防处总部大厦,114.184896,22.297573,0,警方
2019-12-01 15:11:03,2019.12.01毋忘初心大游行,“五大诉求，缺一不可”、“香港人报仇”,一次反对逃犯条例修订草案运动的示威游行,https://www.hk01.com/社_新_/404595/12-1-全日__-九_大_行_突中_束-_埔旺角入夜_突持_,2019-12-01 15:00:00,海港城外至少六辆警车戒备，有蒙面警员步出黑色货车。,,https://www.police.gov.hk,九龙半岛,油尖旺区,香港特别行政区油尖旺区九仓电讯中心海港城(港威商场),114.173522,22.294021,0,警方
2019-12-01 15:12:22,2019.12.01毋忘初心大游行,“五大诉求，缺一不可”、“香港人报仇”,一次反对逃犯条例修订草案运动的示威游行,https://www.hk01.com/社_新_/404595/12-1-全日__-九_大_行_突中_束-_埔旺角入夜_突持_,2019-12-01 15:00:00,大批市民由弥敦道方向前往天星码头参与游行，不少游行人士身穿黑衣响应，高呼「五大诉求、缺一不可」等口号。,1,https://www.police.gov.hk,九龙半岛,油尖旺区,香港特别行政区油尖旺区弥敦道康乐大楼(弥敦道),114.175936,22.308509,0,示威暴动者
2019-12-01 20:40:32,2019.12.01毋忘初心大游行,“五大诉求，缺一不可”、“香港人报仇”,一次反对逃犯条例修订草案运动的示威游行,https://www.hk01.com/社_新_/404595/12-1-全日__-九_大_行_突中_束-_埔旺角入夜_突持_,2019-12-01 15:00:00,警方第三度发稿，斥责一批蒙面暴徒晚上8时许在黄埔肆意破坏，以杂物堵塞红_道、德民街等马路，又进入商店破坏里面的设施。警方警告暴徒立即停止违法行为，将会采取驱散及拘捕行动。,3,https://www.police.gov.hk,九龙半岛,九龙城区,香港特别行政区九龙城区红_村(戴亚街),114.194304,22.305185,0,示威暴动者
2019-12-01 16:35:07,2019.12.01毋忘初心大游行,“五大诉求，缺一不可”、“香港人报仇”,一次反对逃犯条例修订草案运动的示威游行,https://www.hk01.com/社_新_/404595/12-1-全日__-九_大_行_突中_束-_埔旺角入夜_突持_,2019-12-01 15:00:00,有警员施放胡椒喷雾。随后警方再度举起蓝旗。,1,https://www.police.gov.hk,九龙半岛,油尖旺区,香港特别行政区油尖旺区梳士巴利道讯号山花园,114.178816,22.292234,0,警方
2019-12-01 17:30:28,2019.12.01毋忘初心大游行,“五大诉求，缺一不可”、“香港人报仇”,一次反对逃犯条例修订草案运动的示威游行,https://www.hk01.com/社_新_/404595/12-1-全日__-九_大_行_突中_束-_埔旺角入夜_突持_,2019-12-01 15:00:00,警方发声明，指聚集在尖沙咀参与公众活动的人士，今日下午三时后开始游行。根据安排，游行队伍从尖沙咀钟楼起步，途经梳士巴利道，再向红_体育馆终点进发。警方指，有部份激进示威者沿梳士巴利道，经过么地道花园时，向警方投掷砖头。因应现场情况，警方已使用最低所需武力，包括施放催泪烟，以停止违法行为。,3,https://www.police.gov.hk,九龙半岛,油尖旺区,尖沙咀,114.265611,22.308773,0,警方
2019-12-01 17:00:40,2019.12.01毋忘初心大游行,“五大诉求，缺一不可”、“香港人报仇”,一次反对逃犯条例修订草案运动的示威游行,https://www.hk01.com/社_新_/404595/12-1-全日__-九_大_行_突中_束-_埔旺角入夜_突持_,2019-12-01 15:00:00,有数百名「暴徒」在梳士巴利道近帝国中心一带投掷多枚烟雾饼，造成公众恐慌，现场非常混乱和危险。,4,https://www.police.gov.hk,九龙半岛,油尖旺区,梳士巴利道近帝国中心一带,114.17305,22.323164,500,示威暴动者
2019-12-01 17:49:23,2019.12.01毋忘初心大游行,“五大诉求，缺一不可”、“香港人报仇”,一次反对逃犯条例修订草案运动的示威游行,https://www.hk01.com/社_新_/404595/12-1-全日__-九_大_行_突中_束-_埔旺角入夜_突持_,2019-12-01 15:00:00,现场所见，一共有17个催泪弹弹壳。,4,https://www.police.gov.hk,九龙半岛,油尖旺区,红_ 红隧天桥,114.193041,22.301946,0,警方
2019-12-01 22:53:51,2019.12.01毋忘初心大游行,“五大诉求，缺一不可”、“香港人报仇”,一次反对逃犯条例修订草案运动的示威游行,https://www.hk01.com/社_新_/404595/12-1-全日__-九_大_行_突中_束-_埔旺角入夜_突持_,2019-12-01 15:00:00,防暴警察返抵黄埔花园十字路口一带。,,https://www.police.gov.hk,九龙半岛,九龙城区,香港特别行政区九龙城区黄埔花园红棉苑嘉禾黄埔,114.196253,22.301992,0,警方
2019-12-01 17:21:16,2019.12.01毋忘初心大游行,“五大诉求，缺一不可”、“香港人报仇”,一次反对逃犯条例修订草案运动的示威游行,https://www.hk01.com/社_新_/404595/12-1-全日__-九_大_行_突中_束-_埔旺角入夜_突持_,2019-12-01 15:00:00,大会宣布游行结束后，大批游行人士陆续经红_港铁站急步离开。,,https://www.police.gov.hk,香港岛,湾仔区,香港特别行政区湾仔区合和中心合和中心商场,114.176619,22.271925,0,示威暴动者
2019-12-01 15:37:28,2019.12.01毋忘初心大游行,“五大诉求，缺一不可”、“香港人报仇”,一次反对逃犯条例修订草案运动的示威游行,https://www.hk01.com/社_新_/404595/12-1-全日__-九_大_行_突中_束-_埔旺角入夜_突持_,2019-12-01 15:00:00,参加游行人士众多，有另一批市民从海旁倒灌至队头附近位置，即星光大道位置。十多名防暴警察同时封锁附近行人天桥驻守。,,https://www.police.gov.hk,九龙半岛,油尖旺区,星光大道,114.170029,22.277348,0,示威暴动者
2019-12-01 21:09:14,2019.12.01毋忘初心大游行,“五大诉求，缺一不可”、“香港人报仇”,一次反对逃犯条例修订草案运动的示威游行,https://www.hk01.com/社_新_/404595/12-1-全日__-九_大_行_突中_束-_埔旺角入夜_突持_,2019-12-01 15:00:00,旺角开始有人堵路，交通受阻。,3,https://www.police.gov.hk,九龙半岛,油尖旺区,香港特别行政区油尖旺区旺角(地铁站)恒生旺角大厦,114.17428,22.316842,0,示威暴动者
